,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,residence_type
469,"5 ALLY TERRACE, CHIRNSIDE PARK",-37.756717,145.294892,4.0,2.0,2,$450_pw,House,March 2009,3116,2009,3,PARK,450,House
540,"23 WESTERING ROAD, CHRISTMAS HILLS",-37.673706,145.275099,5.0,2.0,7,$1000_p.w.,House,March 2009,3775,2009,3,HILLS,1000,House
541,"23 WESTERING ROAD, CHRISTMAS HILLS",-37.673706,145.275099,5.0,2.0,7,$800_Weekly,House,March 2009,3775,2009,3,HILLS,800,House
547,"9 ARTHURS ROAD, CHUM CREEK",-37.611197,145.49368,2.0,1.0,7,$280_per_week,House,January 2009,3777,2009,1,CREEK,280,House
572,"19 CHUM CREEK ROAD, CHUM CREEK",-37.646878,145.49704,3.0,2.0,2,$320_per_week,House,February 2009,3777,2009,2,CREEK,320,House
742,"28 NUGENT COURT, CLARENDON",-37.713035,143.979763,5.0,3.0,4,$460_pw,Rental_residential,August 2009,3352,2009,8,CLARENDON,460,Other
787,"4 CASEY COURT, CLARINDA",-37.942898,145.109007,3.0,1.0,2,$320,House,December 2009,3169,2009,12,CLARINDA,320,House
916,"20 CRAWFORD ROAD, CLARINDA",-37.929396,145.101594,2.0,1.0,1,$290_Weekly,House,November 2009,3169,2009,11,CLARINDA,290,House
1160,"1/31 BEVAN AVENUE, CLAYTON SOUTH",-37.934415,145.128568,3.0,1.0,1,$300_pw,House,December 2009,3169,2009,12,SOUTH,300,House
1161,"1/31 BEVAN AVENUE, CLAYTON SOUTH",-37.934415,145.128568,3.0,1.0,1,$250_pw,House,September 2009,3169,2009,9,SOUTH,250,House
1945,"30/2 GREENFIELD DRIVE, CLAYTON",-37.923181,145.128623,2.0,1.0,1,$360,Unit,March 2009,3168,2009,3,CLAYTON,360,Apartment
2125,"10/2 MONASH GREEN DRIVE, CLAYTON",-37.918788,145.127626,2.0,1.0,1,$360,Unit,June 2009,3168,2009,6,CLAYTON,360,Apartment
2354,"3/23 MADELEINE ROAD, CLAYTON",-37.916104,145.119279,3.0,2.0,1,$390,Unit,November 2009,3168,2009,11,CLAYTON,390,Apartment
2658,"1953 DANDENONG ROAD, CLAYTON",-37.91327,145.126079,5.0,4.0,3,$350_Weekly,Townhouse,October 2009,3168,2009,10,CLAYTON,350,House
2712,"41 MYRIONG STREET, CLAYTON",-37.915515,145.127295,3.0,1.0,1,$320_Weekly,House,August 2009,3168,2009,8,CLAYTON,320,House
2813,"23 BRUSHBOX COURT, CLAYTON",-37.92356953,145.12906235,3.0,1.0,1,$430,Townhouse,April 2009,3168,2009,4,CLAYTON,430,House
2908,"9 SHADY MEWS, CLAYTON",-37.922424,145.12782,2.0,1.0,2,$380,Rental_residential,December 2009,3168,2009,12,CLAYTON,380,Other
2984,"6/1-3 ARNOTT STREET, CLAYTON",-37.916516,145.134721,3.0,1.0,1,$395_pw,none,February 2009,3168,2009,2,CLAYTON,395,Other
3210,"3/1450 NORTH ROAD, CLAYTON",-37.914333,145.120368,2.0,1.0,1,$260_pw,Rental_residential,July 2009,3168,2009,7,CLAYTON,260,Other
3445,"16 BRUSHBOX COURT, CLAYTON",-37.92314,145.129478,2.0,1.0,2,$365_per_week,Townhouse,October 2009,3168,2009,10,CLAYTON,365,House
3446,"16 BRUSHBOX COURT, CLAYTON",-37.92314,145.129478,2.0,1.0,2,$380_per_week,Townhouse,October 2009,3168,2009,10,CLAYTON,380,House
3506,"35 EDINBURGH STREET, CLAYTON",-37.91557,145.114394,3.0,2.0,1,$320_pw,Townhouse,April 2009,3168,2009,4,CLAYTON,320,House
3704,"9/56-58 KANOOKA GROVE, CLAYTON",-37.921688,145.126396,3.0,1.0,1,$425,House,August 2009,3168,2009,8,CLAYTON,425,House
3786,"16 THOMAS STREET, CLAYTON",-37.927189,145.120776,3.0,1.0,4,$300,House,August 2009,3168,2009,8,CLAYTON,300,House
3877,"1/12 MADELEINE ROAD, CLAYTON",-37.915266,145.120158,3.0,1.0,1,$380_p.w.,Available Now,September 2009,3168,2009,9,CLAYTON,380,Other
3920,"3 ALBERT ROAD, CLEMATIS",-37.929421,145.421,2.0,1.0,0,$265_per_week,House,May 2009,3782,2009,5,CLEMATIS,265,House
3947,"6 VICTOR ROAD, CLEMATIS",-37.929987,145.420214,2.0,1.0,1,$280,none,June 2009,3782,2009,6,CLEMATIS,280,Other
3948,"6 VICTOR ROAD, CLEMATIS",-37.929987,145.420214,2.0,1.0,1,$280,none,February 2009,3782,2009,2,CLEMATIS,280,Other
3976,"2042 WELLINGTON ROAD, CLEMATIS",-37.933695,145.419133,3.0,1.0,4,$330_pw,House,May 2009,3782,2009,5,CLEMATIS,330,House
3977,"2042 WELLINGTON ROAD, CLEMATIS",-37.933695,145.419133,3.0,1.0,4,$350_pw,House,May 2009,3782,2009,5,CLEMATIS,350,House
3988,"375 WATERHOLES ROAD, CLIFTON CREEK",-37.722384,147.67673,3.0,1.0,0,$200_per_week,none,May 2009,3875,2009,5,CREEK,200,Other
3996,"6/21 WALKER STREET, CLIFTON HILL",-37.788514,145.001566,3.0,1.0,1,$460_pw,none,November 2009,3068,2009,11,HILL,460,Other
4079,"4/146 NOONE STREET, CLIFTON HILL",-37.793525,144.997446,2.0,2.0,1,$420_pw,Rental_residential,August 2009,3068,2009,8,HILL,420,Other
4092,"137 RAMSDEN STREET, CLIFTON HILL",-37.791122,145.000617,4.0,2.0,2,$380_pw,Rental_residential,August 2009,3068,2009,8,HILL,380,Other
4198,"18/14 THE ESPLANADE, CLIFTON HILL",-37.788057,145.005844,1.0,1.0,1,$240_pw,Rental_residential,June 2009,3068,2009,6,HILL,240,Other
4211,"205 SPENSLEY STREET, CLIFTON HILL",-37.786573,145.004419,2.0,1.0,1,$460_pw,House,April 2009,3068,2009,4,HILL,460,House
4230,"2/34 GROOM STREET, CLIFTON HILL",-37.794845,144.997723,2.0,1.0,1,$550_pw,none,April 2009,3068,2009,4,HILL,550,Other
4331,"3/109 SPENSLEY STREET, CLIFTON HILL",-37.788022,145.000043,2.0,1.0,1,$310_pw,none,May 2009,3068,2009,5,HILL,310,Other
4332,"3/109 SPENSLEY STREET, CLIFTON HILL",-37.788022,145.000043,2.0,1.0,1,$350_per_week,none,April 2009,3068,2009,4,HILL,350,Other
4467,"3/28 EDMUND STREET, CLIFTON HILL",-37.787333,145.004462,2.0,2.0,1,$440_pw,Rental_residential,August 2009,3068,2009,8,HILL,440,Other
4477,"16/16 THE ESPLANADE, CLIFTON HILL",-37.7879444,145.0061292,1.0,1.0,1,$260_pw,none,September 2009,3068,2009,9,HILL,260,Other
4484,"15 COUNCIL STREET, CLIFTON HILL",-37.792726,144.986822,3.0,2.0,2,$620_pw,House,July 2009,3068,2009,7,HILL,620,House
4500,"22 GROOM STREET, CLIFTON HILL",-37.793529,144.997952,2.0,2.0,1,$370_pw,Rental_residential,November 2009,3068,2009,11,HILL,370,Other
4517,"2/176 NOONE STREET, CLIFTON HILL",-37.793694,144.998662,3.0,2.0,2,$700_pw,Rental_residential,August 2009,3068,2009,8,HILL,700,Other
4563,"11/56 JOHN STREET, CLIFTON HILL",-37.789298,144.995897,2.0,2.0,1,$420_per_week,none,September 2009,3068,2009,9,HILL,420,Other
4576,"10 ANDERSON STREET, CLIFTON HILL",-37.792946,144.993254,2.0,1.0,1,$400_p.w.,Available Now,November 2009,3068,2009,11,HILL,400,Other
4591,"29 RAMSDEN STREET, CLIFTON HILL",-37.790559,144.996079,5.0,2.0,0,$600_pw,none,June 2009,3068,2009,6,HILL,600,Other
4725,"5/56 JOHN STREET, CLIFTON HILL",-37.78723145,144.99583435,1.0,1.0,1,$330_per_week,none,October 2009,3068,2009,10,HILL,330,Other
4739,"14 KIEWA STREET, CLIFTON HILL",-37.79235,145.000221,2.0,1.0,0,$420_per_week,Rental_residential,July 2009,3068,2009,7,HILL,420,Other
4780,"18/57 CAROLINE STREET, CLIFTON HILL",-37.79021072,145.0009613,1.0,1.0,1,$230_pw,Rental_residential,August 2009,3068,2009,8,HILL,230,Other
4862,"8 YARRAMUNDI DRIVE, CLIFTON SPRINGS",-38.157947,144.556194,3.0,2.0,2,$275_per_week,none,July 2009,3222,2009,7,SPRINGS,275,Other
4893,"4 COOLABAH WAY, CLIFTON SPRINGS",-38.148568,144.576425,4.0,2.0,3,$260_pw,none,January 2009,3222,2009,1,SPRINGS,260,Other
4958,"10 GOONDIWINDI AVENUE, CLIFTON SPRINGS",-38.158904,144.557156,4.0,2.0,2,$240_pw,House,June 2009,3222,2009,6,SPRINGS,240,House
4959,"10 GOONDIWINDI AVENUE, CLIFTON SPRINGS",-38.158904,144.557156,4.0,2.0,2,$230_pw,House,June 2009,3222,2009,6,SPRINGS,230,House
5121,"6 CAMERON STREET, CLUNES",-37.292247,143.791814,2.0,1.0,2,$150_pw,none,February 2009,3370,2009,2,CLUNES,150,Other
5569,"328 BENGWORDEN ROAD, COBAINS",-38.072845,147.110754,2.0,1.0,2,$140_pw,Rental_residential,August 2009,3851,2009,8,COBAINS,140,Other
5599,"2/86 CURDIE STREET, COBDEN",-38.327394,143.071066,2.0,1.0,1,$200_per_week,House,May 2009,3266,2009,5,COBDEN,200,House
5600,"2/86 CURDIE STREET, COBDEN",-38.327394,143.071066,2.0,1.0,1,$170_pw,House,February 2009,3266,2009,2,COBDEN,170,House
5872,"28 VICTORIA COURT, COBUNGRA",-37.091318,147.444334,4.0,2.0,0,$350_per_week,House,August 2009,3898,2009,8,COBUNGRA,350,House
6097,"3/41 ARTHUR STREET, COBURG NORTH",-37.723567,144.980436,2.0,1.0,1,$300_Weekly,Rental_residential,August 2009,3058,2009,8,NORTH,300,Other
6098,"3/41 ARTHUR STREET, COBURG NORTH",-37.723567,144.980436,2.0,1.0,1,$300_Weekly,Rental_residential,July 2009,3058,2009,7,NORTH,300,Other
6134,"2/20 GALEKA STREET, COBURG NORTH",-37.722051,144.95731,3.0,1.0,1,$330_pw,Rental_residential,May 2009,3058,2009,5,NORTH,330,Other
6135,"2/20 GALEKA STREET, COBURG NORTH",-37.722051,144.95731,3.0,1.0,1,$340_pw,Rental_residential,April 2009,3058,2009,4,NORTH,340,Other
6204,"2 BELGRAVE STREET, COBURG",-37.742793,144.974864,3.0,1.0,1,$380_pw,none,December 2009,3058,2009,12,COBURG,380,Other
6247,"1/39 SERVICE STREET, COBURG",-37.737944,144.961744,2.0,1.0,1,$380_p.w.,Townhouse,November 2009,3058,2009,11,COBURG,380,House
6355,"3/95 HARDING STREET, COBURG",-37.745848,144.975359,2.0,1.0,1,$320_pw,none,December 2009,3058,2009,12,COBURG,320,Other
6449,"72 DONNE STREET, COBURG",-37.74782,144.949758,2.0,1.0,4,$400_per_week,none,October 2009,3058,2009,10,COBURG,400,Other
6484,"56 ROSE STREET, COBURG",-37.743155,144.947356,3.0,1.0,2,$300_p.w.,Rental_residential,June 2009,3058,2009,6,COBURG,300,Other
6511,"10/95 HARDING STREET, COBURG",-37.745848,144.975359,2.0,1.0,1,$265_per_week,none,October 2009,3058,2009,10,COBURG,265,Other
6586,"3/5 INDUSTRY LANE, COBURG",-37.74493,144.96469,2.0,1.0,1,$350_pw,Rental_residential,June 2009,3058,2009,6,COBURG,350,Other
6656,"21/14 BELL STREET, COBURG",-37.7424804,144.9771819,2.0,1.0,1,$400_pw,Rental_residential,March 2009,3058,2009,3,COBURG,400,Other
6657,"21/14 BELL STREET, COBURG",-37.7424804,144.9771819,2.0,1.0,1,$400,Rental_residential,February 2009,3058,2009,2,COBURG,400,Other
6658,"21/14 BELL STREET, COBURG",-37.7424804,144.9771819,2.0,1.0,1,$400_p.w.,Rental_residential,January 2009,3058,2009,1,COBURG,400,Other
6669,"80 SHAFTSBURY STREET, COBURG",-37.748313,144.955317,4.0,2.0,4,$430_pw,none,June 2009,3058,2009,6,COBURG,430,Other
6732,"2/17-18 CHAMP STREET, COBURG",-37.735876,144.967325,2.0,1.0,2,$320_p.w.,Rental_residential,October 2009,3058,2009,10,COBURG,320,Other
6745,"59 THE AVENUE, COBURG",-37.752457,144.967722,2.0,1.0,2,$330_pw,House,August 2009,3058,2009,8,COBURG,330,House
6816,"1/69 MURRAY STREET, COBURG",-37.738199,144.952588,3.0,1.0,0,$340_pw,Rental_residential,July 2009,3058,2009,7,COBURG,340,Other
6834,"32A LOCH STREET, COBURG",-37.74664,144.962241,4.0,2.0,2,$480_pw,none,May 2009,3058,2009,5,COBURG,480,Other
6835,"32A LOCH STREET, COBURG",-37.74664,144.962241,4.0,2.0,2,$520_pw,none,April 2009,3058,2009,4,COBURG,520,Other
7190,"31 RODDA STREET, COBURG",-37.743612,144.970075,2.0,1.0,1,$420_pw,none,September 2009,3058,2009,9,COBURG,420,Other
7211,"92A RENNIE STREET, COBURG",-37.751411,144.973948,3.0,1.0,1,$1127_per_week,House,May 2009,3058,2009,5,COBURG,1127,House
7327,"116 SHAFTSBURY ST, COBURG",-37.745402,144.95584,3.0,1.0,1,$330,House,July 2009,3058,2009,7,COBURG,330,House
7328,"116 SHAFTSBURY ST, COBURG",-37.745402,144.95584,3.0,1.0,1,$330,House,January 2009,3058,2009,1,COBURG,330,House
7461,"214/19 PENTRIDGE BOULEVARD, COBURG",-37.738903,144.970583,1.0,1.0,1,$270_pw,Unit,December 2009,3058,2009,12,COBURG,270,Apartment
7536,"4 KEWARREN COURT, COBURG",-37.7373,144.975518,4.0,2.0,3,$550_pw,House,December 2009,3058,2009,12,COBURG,550,House
7725,"5/17-18 CHAMP STREET, COBURG",-37.735876,144.967325,1.0,1.0,1,$300_p.w.,Rental_residential,June 2009,3058,2009,6,COBURG,300,Other
7964,"3/134 MUNRO STREET, COBURG",-37.743628,144.953801,2.0,1.0,2,$370_pw,Townhouse,September 2009,3058,2009,9,COBURG,370,House
7995,"1 HAVEN COURT, COCKATOO",-37.948073,145.496363,2.0,1.0,2,$260_per_week,House,December 2009,3781,2009,12,COCKATOO,260,House
7996,"1 HAVEN COURT, COCKATOO",-37.948073,145.496363,2.0,1.0,2,$280_per_week,House,October 2009,3781,2009,10,COCKATOO,280,House
8015,"37 VIEWHILL ROAD, COCKATOO",-37.948732,145.490875,3.0,1.0,1,$275_pw,House,August 2009,3781,2009,8,COCKATOO,275,House
8027,"27 FIRST AVENUE, COCKATOO",-37.938443,145.483393,3.0,1.0,1,$300_pw,Rental_residential,July 2009,3781,2009,7,COCKATOO,300,Other
8033,"1A HAVEN COURT, COCKATOO",-37.948073,145.496363,3.0,2.0,2,$370_per_week,none,May 2009,3781,2009,5,COCKATOO,370,Other
72,"151 KING GEORGE STREET, COHUNA",-35.802147,144.215476,3.0,1.0,1,$160_pw,House,May 2009,3568,2009,5,COHUNA,160,House
109,"80 DRAPERS ROAD, COLAC EAST",-38.3319866,143.6261362,3.0,1.0,2,$240_pw,House,July 2009,3250,2009,7,EAST,240,House
115,"494-498 PRINCES HIGHWAY, COLAC WEST",-38.334863,143.536148,4.0,2.0,1,$265_per_week,none,March 2009,3250,2009,3,WEST,265,Other
222,"102 QUEEN STREET, COLAC",-38.344296,143.592366,2.0,1.0,1,$185_pw,Townhouse,May 2009,3250,2009,5,COLAC,185,House
285,"10 WITHAM DRIVE, COLDSTREAM",-37.729849,145.382821,3.0,1.0,1,$255_pw,House,August 2009,3770,2009,8,COLDSTREAM,255,House
286,"10 WITHAM DRIVE, COLDSTREAM",-37.729849,145.382821,3.0,1.0,1,$255_pw,House,May 2009,3770,2009,5,COLDSTREAM,255,House
342,"18 CHEVIOT AVENUE, COLDSTREAM",-37.728222,145.384468,3.0,1.0,1,$300_pw,House,November 2009,3770,2009,11,COLDSTREAM,300,House
591,"29A VICTORIA PARADE, COLLINGWOOD",-37.808649,144.983618,2.0,1.0,0,$360_pw,Rental_residential,December 2009,3066,2009,12,COLLINGWOOD,360,Other
708,"5/15-17 BENDIGO STREET, COLLINGWOOD",-37.796087,144.992632,1.0,1.0,1,$250_pw,Rental_residential,May 2009,3066,2009,5,COLLINGWOOD,250,Other
753,"14/34 SMITH STREET, COLLINGWOOD",-37.8072953,144.9828207,1.0,1.0,1,$360_pw,Rental_residential,September 2009,3066,2009,9,COLLINGWOOD,360,Other
808,"7/30 MATER STREET, COLLINGWOOD",-37.795384,144.98684,2.0,2.0,1,$460_pw,none,October 2009,3066,2009,10,COLLINGWOOD,460,Other
836,"6/30 MATER STREET, COLLINGWOOD",-37.795384,144.98684,2.0,2.0,1,$470_pw,Available Now,December 2009,3066,2009,12,COLLINGWOOD,470,Other
1014,"133 HOTHAM STREET, COLLINGWOOD",-37.797076,144.991962,3.0,1.0,1,$550_pw,House,February 2009,3066,2009,2,COLLINGWOOD,550,House
1032,"24/18-22 STANLEY STREET, COLLINGWOOD",-37.801967,144.984817,2.0,1.0,1,$430_per_week,none,November 2009,3066,2009,11,COLLINGWOOD,430,Other
1096,"2/45 DERBY STREET, COLLINGWOOD",-37.807164,144.984949,2.0,1.0,0,$380_pw,Rental_residential,October 2009,3066,2009,10,COLLINGWOOD,380,Other
1097,"2/45 DERBY STREET, COLLINGWOOD",-37.807164,144.984949,2.0,1.0,0,$400_pw,Rental_residential,September 2009,3066,2009,9,COLLINGWOOD,400,Other
1265,"15/99 OXFORD STREET, COLLINGWOOD",-37.80752,144.983944,1.0,1.0,1,$350_per_week,Unit,March 2009,3066,2009,3,COLLINGWOOD,350,Apartment
1470,"6/63 ALEXANDRA PARADE, COLLINGWOOD",-37.794669,144.98929,1.0,1.0,0,$220_pw,Rental_residential,January 2009,3066,2009,1,COLLINGWOOD,220,Other
1617,"6/15-25 OXFORD STREET, COLLINGWOOD",-37.807803,144.984175,2.0,1.0,1,$470_pw,none,July 2009,3066,2009,7,COLLINGWOOD,470,Other
1724,"3593 KATAMATITE ROAD, CONGUPNA",-36.300179,145.434519,4.0,1.0,2,$250_pw,none,July 2009,3633,2009,7,CONGUPNA,250,Other
1731,"195 TANK CORNER ROAD EAST, CONGUPNA",-36.323779,145.483627,2.0,1.0,3,$150_per_week,House,December 2009,3633,2009,12,CONGUPNA,150,House
1739,"5 WALLACE STREET, CONGUPNA",-36.303144,145.434469,3.0,2.0,2,$320_pw,House,October 2009,3633,2009,10,CONGUPNA,320,House
1742,"3 BOWLAND CRT, CONGUPNA",-36.3129,145.417008,4.0,2.0,2,$395,House,September 2009,3633,2009,9,CONGUPNA,395,House
1744,"HOUSE + 10 ACRES, CONGUPNA",-36.3027635,145.4314507,3.0,1.0,0,$300_pw,House,May 2009,3633,2009,5,CONGUPNA,300,House
1884,"13 CHILDERS CRESCENT, COOLAROO",-37.661619,144.929052,3.0,1.0,2,$280_per_week,House,July 2009,3048,2009,7,COOLAROO,280,House
1885,"13 CHILDERS CRESCENT, COOLAROO",-37.661619,144.929052,3.0,1.0,2,$300_per_week,House,January 2009,3048,2009,1,COOLAROO,300,House
2041,"160 KANGAROO DRIVE, COOMOORA",-37.334653,144.19954,3.0,1.0,0,$240_pw,none,October 2009,3461,2009,10,COOMOORA,240,Other
2086,"70 WOOLENOOK WAY, COONGULLA",-37.892667,146.781786,2.0,1.0,2,$160_Weekly,none,March 2009,3860,2009,3,COONGULLA,160,Other
2087,"70 WOOLENOOK WAY, COONGULLA",-37.892667,146.781786,2.0,1.0,2,$160_Weekly,none,February 2009,3860,2009,2,COONGULLA,160,Other
2234,"30 INDIANA AVENUE, CORIO",-38.079434,144.357227,3.0,1.0,2,$185_pw,Rental_residential,January 2009,3214,2009,1,CORIO,185,Other
2255,"12 GRANAULT PARADE, CORIO",-38.075683,144.365084,3.0,1.0,2,$185_pw,none,July 2009,3214,2009,7,CORIO,185,Other
2269,"6/178 MATTHEWS ROAD, CORIO",-38.065074,144.340953,2.0,1.0,2,$230_per_week,Rental_residential,June 2009,3214,2009,6,CORIO,230,Other
2280,"3 LOFTY COURT, CORIO",-38.070837,144.370725,3.0,1.0,1,$210_p.w.,none,November 2009,3214,2009,11,CORIO,210,Other
2351,"16 LODDON STREET, CORIO",-38.073727,144.350715,3.0,1.0,1,$195_pw,none,August 2009,3214,2009,8,CORIO,195,Other
2405,"10 VICKERS COURT, CORIO",-38.067044,144.354752,3.0,1.0,1,$240_per_week,House,December 2009,3214,2009,12,CORIO,240,House
2406,"10 VICKERS COURT, CORIO",-38.067044,144.354752,3.0,1.0,1,$240_per_week,House,November 2009,3214,2009,11,CORIO,240,House
2555,"3/8-9 FIELDMAN COURT, CORIO",-38.068974,144.350346,2.0,1.0,1,$265_pw,none,December 2009,3214,2009,12,CORIO,265,Other
2780,"408 CORANGAMITE LAKE ROAD, COROROOKE",-38.299228,143.524327,3.0,1.0,0,$170_pw,House,December 2009,3254,2009,12,COROROOKE,170,House
2781,"215 CORANGAMITE LAKE ROAD, COROROOKE",-38.311384,143.526141,3.0,1.0,0,$160_per_week,none,March 2009,3254,2009,3,COROROOKE,160,Other
2961,"10 OUTLOOK DRIVE, COWES",-38.456911,145.205001,4.0,1.0,2,$280_per_week,House,November 2009,3922,2009,11,COWES,280,House
3015,"4 GREVILIA CLOSE, COWES",-38.461693,145.241374,3.0,2.0,2,$320,House,December 2009,3922,2009,12,COWES,320,House
3046,"5/34-36 JENNER AVENUE, COWES",-38.4551416,145.2467173,2.0,1.0,1,$230_per_week,Townhouse,July 2009,3922,2009,7,COWES,230,House
3509,"17 OUTLOOK DRIVE, COWES",-38.457135,145.203952,3.0,2.0,0,$210_p.w.,none,September 2009,3922,2009,9,COWES,210,Other
3574,"1 MCEWAN STREET, COWWARR",-38.0333105,146.6910865,3.0,1.0,1,$175_Weekly,House,January 2009,3857,2009,1,COWWARR,175,House
3739,"64 CORRINGA WAY, CRAIGIEBURN",-37.585886,144.91407,3.0,2.0,2,$310_pw,Available Now,August 2009,3064,2009,8,CRAIGIEBURN,310,Other
3740,"64 CORRINGA WAY, CRAIGIEBURN",-37.585886,144.91407,3.0,2.0,2,$310_p.w.,Available Now,March 2009,3064,2009,3,CRAIGIEBURN,310,Other
4053,"1/209 CRAIGIEBURN ROAD, CRAIGIEBURN",-37.597976,144.928021,3.0,1.0,1,$260,Unit,November 2009,3064,2009,11,CRAIGIEBURN,260,Apartment
4186,"8 BRISTOL MEWS, CRAIGIEBURN",-37.610847,144.923885,3.0,2.0,2,$285_pw,House,August 2009,3064,2009,8,CRAIGIEBURN,285,House
4187,"8 BRISTOL MEWS, CRAIGIEBURN",-37.610847,144.923885,3.0,2.0,2,$285_p.w.,House,March 2009,3064,2009,3,CRAIGIEBURN,285,House
4246,"12 BAINBRIDGE CLOSE, CRAIGIEBURN",-37.600407,144.936607,4.0,2.0,1,$300_p.w.,House,July 2009,3064,2009,7,CRAIGIEBURN,300,House
4415,"22 DAN MORGAN DRIVE, CRANBOURNE EAST",-38.099713,145.318784,4.0,2.0,2,$360_per_week,House,July 2009,3977,2009,7,EAST,360,House
4777,"4/20 HUON PARK ROAD, CRANBOURNE NORTH",-38.074527,145.27318,3.0,2.0,2,$290_pw,none,April 2009,3977,2009,4,NORTH,290,Other
4795,"37 HUON PARK ROAD, CRANBOURNE NORTH",-38.074541,145.275972,4.0,2.0,4,$240,House,February 2009,3977,2009,2,NORTH,240,House
4970,"195 PEARCEDALE ROAD, CRANBOURNE SOUTH",-38.167914,145.241448,3.0,2.0,2,$500,House,June 2009,3977,2009,6,SOUTH,500,House
5046,"2 ASHBROOK WAY, CRANBOURNE WEST",-38.1083944,145.2654124,4.0,2.0,4,$380_Weekly,House,June 2009,3977,2009,6,WEST,380,House
5075,"9 TAUNA PLACE, CRANBOURNE WEST",-38.092808,145.257795,3.0,1.0,2,$265_Weekly,House,June 2009,3977,2009,6,WEST,265,House
5164,"19 MARNIE DRIVE, CRANBOURNE WEST",-38.102863,145.25812,3.0,1.0,0,$275_Weekly,Rental_residential,October 2009,3977,2009,10,WEST,275,Other
5269,"27 PEPPERBUSH CIRCUIT, CRANBOURNE",-38.086679,145.281677,4.0,2.0,2,$310_Weekly,House,July 2009,3977,2009,7,CRANBOURNE,310,House
5474,"19 JILLIAN STREET, CRANBOURNE",-38.107651,145.274156,3.0,1.0,1,$290_per_week,Rental_residential,November 2009,3977,2009,11,CRANBOURNE,290,Other
5475,"19 JILLIAN STREET, CRANBOURNE",-38.107651,145.274156,3.0,1.0,1,$280_per_week,Rental_residential,September 2009,3977,2009,9,CRANBOURNE,280,Other
5476,"19 JILLIAN STREET, CRANBOURNE",-38.107651,145.274156,3.0,1.0,1,$280_per_week,Rental_residential,August 2009,3977,2009,8,CRANBOURNE,280,Other
5477,"19 JILLIAN STREET, CRANBOURNE",-38.107651,145.274156,3.0,1.0,1,$290_per_week,Rental_residential,August 2009,3977,2009,8,CRANBOURNE,290,Other
5737,"3 STONEHAVEN AVENUE, CRANBOURNE",-38.120729,145.251845,3.0,2.0,2,$380_Weekly,House,November 2009,3977,2009,11,CRANBOURNE,380,House
643,"5 MIMOSA WAY, BURNSIDE HEIGHTS",-37.73577918,144.7509831,3.0,2.0,2,$340_per_week,House,October 2009,3023,2009,10,HEIGHTS,340,House
1123,"3 GOULD PLACE, BURNSIDE",-37.751245,144.749376,3.0,1.0,1,$270,none,December 2009,3023,2009,12,BURNSIDE,270,Other
1124,"3 GOULD PLACE, BURNSIDE",-37.751245,144.749376,3.0,1.0,1,$275,none,July 2009,3023,2009,7,BURNSIDE,275,Other
1146,"19 PILBARA AVENUE, BURNSIDE",-37.748601,144.751932,4.0,2.0,2,$360,House,January 2009,3023,2009,1,BURNSIDE,360,House
1163,"19 CASSIDY'S ROAD, BURRUMBEET",-37.491943,143.67185,3.0,2.0,3,$265_pw,House,March 2009,3352,2009,3,BURRUMBEET,265,House
