,Unnamed: 0,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent,residence_type,SA2_CODE
0,0,"99 MAIN ROAD, CHEWTON",-37.0793433,144.2524547,2.0,1.0,1,$220_pw,House,April 2009,3451,2009,4,CHEWTON,220,House,202021027
1,1,"12 FRYERS ROAD, CHEWTON",-37.082726,144.256496,3.0,1.0,1,$230_pw,House,June 2009,3451,2009,6,CHEWTON,230,House,202021027
2,2,"6 BAKER STREET, CHEWTON",-37.081637,144.26061,2.0,1.0,0,$200_pw,House,April 2009,3451,2009,4,CHEWTON,200,House,202021027
3,3,"197 MAIN ROAD, CHEWTON",-37.0803515,144.2618795,1.0,1.0,0,$195_per_week,House,May 2009,3451,2009,5,CHEWTON,195,House,202021027
7,7,"2/20 NICKLESS STREET, CHILTERN",-36.154038,146.602977,2.0,1.0,2,$180_pw,Rental_residential,June 2009,3683,2009,6,CHILTERN,180,Other,204031070
8,8,"25 CLUBPOINT DRIVE, CHIRNSIDE PARK",-37.7526153,145.3270934,3.0,2.0,1,$365_pw,House,October 2009,3116,2009,10,PARK,365,House,211051275
9,9,"25 CLUBPOINT DRIVE, CHIRNSIDE PARK",-37.7526153,145.3270934,3.0,2.0,1,$365_pw,House,September 2009,3116,2009,9,PARK,365,House,211051275
10,10,"5 ALLY TERRACE, CHIRNSIDE PARK",-37.756717,145.294892,4.0,2.0,2,$450_pw,House,November 2009,3116,2009,11,PARK,450,House,211051275
11,11,"5 ALLY TERRACE, CHIRNSIDE PARK",-37.756717,145.294892,4.0,2.0,2,$450_pw,House,April 2009,3116,2009,4,PARK,450,House,211051275
12,12,"5 ALLY TERRACE, CHIRNSIDE PARK",-37.756717,145.294892,4.0,2.0,2,$450_pw,House,March 2009,3116,2009,3,PARK,450,House,211051275
13,13,"23 WESTERING ROAD, CHRISTMAS HILLS",-37.673706,145.275099,5.0,2.0,7,$1000_p.w.,House,March 2009,3775,2009,3,HILLS,1000,House,209031212
14,14,"9 ARTHURS ROAD, CHUM CREEK",-37.611197,145.49368,2.0,1.0,7,$280_per_week,House,January 2009,3777,2009,1,CREEK,280,House,211051276
15,15,"19 CHUM CREEK ROAD, CHUM CREEK",-37.646878,145.49704,3.0,2.0,2,$320_per_week,House,February 2009,3777,2009,2,CREEK,320,House,211051276
16,16,"28 NUGENT COURT, CLARENDON",-37.713035,143.979763,5.0,3.0,4,$460_pw,Rental_residential,August 2009,3352,2009,8,CLARENDON,460,Other,201021012
17,17,"4 CASEY COURT, CLARINDA",-37.942898,145.109007,3.0,1.0,2,$320,House,December 2009,3169,2009,12,CLARINDA,320,House,212041309
18,18,"20 CRAWFORD ROAD, CLARINDA",-37.929396,145.101594,2.0,1.0,1,$290_Weekly,House,November 2009,3169,2009,11,CLARINDA,290,House,212041309
19,19,"1/31 BEVAN AVENUE, CLAYTON SOUTH",-37.934415,145.128568,3.0,1.0,1,$300_pw,House,December 2009,3169,2009,12,SOUTH,300,House,212041310
20,20,"1/31 BEVAN AVENUE, CLAYTON SOUTH",-37.934415,145.128568,3.0,1.0,1,$250_pw,House,September 2009,3169,2009,9,SOUTH,250,House,212041310
21,21,"30/2 GREENFIELD DRIVE, CLAYTON",-37.923181,145.128623,2.0,1.0,1,$360,Unit,March 2009,3168,2009,3,CLAYTON,360,Apartment,212051568
22,22,"10/2 MONASH GREEN DRIVE, CLAYTON",-37.918788,145.127626,2.0,1.0,1,$360,Unit,June 2009,3168,2009,6,CLAYTON,360,Apartment,212051568
23,23,"3/23 MADELEINE ROAD, CLAYTON",-37.916104,145.119279,3.0,2.0,1,$390,Unit,November 2009,3168,2009,11,CLAYTON,390,Apartment,212051568
24,24,"1953 DANDENONG ROAD, CLAYTON",-37.91327,145.126079,5.0,4.0,3,$350_Weekly,Townhouse,October 2009,3168,2009,10,CLAYTON,350,House,212051567
25,25,"41 MYRIONG STREET, CLAYTON",-37.915515,145.127295,3.0,1.0,1,$320_Weekly,House,August 2009,3168,2009,8,CLAYTON,320,House,212051568
26,26,"23 BRUSHBOX COURT, CLAYTON",-37.92356953,145.12906235,3.0,1.0,1,$430,Townhouse,April 2009,3168,2009,4,CLAYTON,430,House,212051568
27,27,"9 SHADY MEWS, CLAYTON",-37.922424,145.12782,2.0,1.0,2,$380,Rental_residential,December 2009,3168,2009,12,CLAYTON,380,Other,212051568
28,28,"6/1-3 ARNOTT STREET, CLAYTON",-37.916516,145.134721,3.0,1.0,1,$395_pw,none,February 2009,3168,2009,2,CLAYTON,395,Other,212051567
29,29,"3/1450 NORTH ROAD, CLAYTON",-37.914333,145.120368,2.0,1.0,1,$260_pw,Rental_residential,July 2009,3168,2009,7,CLAYTON,260,Other,212051568
30,30,"16 BRUSHBOX COURT, CLAYTON",-37.92314,145.129478,2.0,1.0,2,$365_per_week,Townhouse,October 2009,3168,2009,10,CLAYTON,365,House,212051568
31,31,"35 EDINBURGH STREET, CLAYTON",-37.91557,145.114394,3.0,2.0,1,$320_pw,Townhouse,April 2009,3168,2009,4,CLAYTON,320,House,212051568
32,32,"9/56-58 KANOOKA GROVE, CLAYTON",-37.921688,145.126396,3.0,1.0,1,$425,House,August 2009,3168,2009,8,CLAYTON,425,House,212051568
33,33,"16 THOMAS STREET, CLAYTON",-37.927189,145.120776,3.0,1.0,4,$300,House,August 2009,3168,2009,8,CLAYTON,300,House,212051568
34,34,"1/12 MADELEINE ROAD, CLAYTON",-37.915266,145.120158,3.0,1.0,1,$380_p.w.,Available Now,September 2009,3168,2009,9,CLAYTON,380,Other,212051568
35,35,"3 ALBERT ROAD, CLEMATIS",-37.929421,145.421,2.0,1.0,0,$265_per_week,House,May 2009,3782,2009,5,CLEMATIS,265,House,212011289
36,36,"6 VICTOR ROAD, CLEMATIS",-37.929987,145.420214,2.0,1.0,1,$280,none,June 2009,3782,2009,6,CLEMATIS,280,Other,212011289
37,37,"6 VICTOR ROAD, CLEMATIS",-37.929987,145.420214,2.0,1.0,1,$280,none,February 2009,3782,2009,2,CLEMATIS,280,Other,212011289
38,38,"2042 WELLINGTON ROAD, CLEMATIS",-37.933695,145.419133,3.0,1.0,4,$330_pw,House,May 2009,3782,2009,5,CLEMATIS,330,House,212011289
39,39,"375 WATERHOLES ROAD, CLIFTON CREEK",-37.722384,147.67673,3.0,1.0,0,$200_per_week,none,May 2009,3875,2009,5,CREEK,200,Other,205021082
40,40,"6/21 WALKER STREET, CLIFTON HILL",-37.788514,145.001566,3.0,1.0,1,$460_pw,none,November 2009,3068,2009,11,HILL,460,Other,206071145
41,41,"4/146 NOONE STREET, CLIFTON HILL",-37.793525,144.997446,2.0,2.0,1,$420_pw,Rental_residential,August 2009,3068,2009,8,HILL,420,Other,206071145
42,42,"137 RAMSDEN STREET, CLIFTON HILL",-37.791122,145.000617,4.0,2.0,2,$380_pw,Rental_residential,August 2009,3068,2009,8,HILL,380,Other,206071145
43,43,"18/14 THE ESPLANADE, CLIFTON HILL",-37.788057,145.005844,1.0,1.0,1,$240_pw,Rental_residential,June 2009,3068,2009,6,HILL,240,Other,206071145
44,44,"205 SPENSLEY STREET, CLIFTON HILL",-37.786573,145.004419,2.0,1.0,1,$460_pw,House,April 2009,3068,2009,4,HILL,460,House,206071145
45,45,"2/34 GROOM STREET, CLIFTON HILL",-37.794845,144.997723,2.0,1.0,1,$550_pw,none,April 2009,3068,2009,4,HILL,550,Other,206071145
46,46,"3/109 SPENSLEY STREET, CLIFTON HILL",-37.788022,145.000043,2.0,1.0,1,$310_pw,none,May 2009,3068,2009,5,HILL,310,Other,206071145
47,47,"3/109 SPENSLEY STREET, CLIFTON HILL",-37.788022,145.000043,2.0,1.0,1,$350_per_week,none,April 2009,3068,2009,4,HILL,350,Other,206071145
48,48,"3/28 EDMUND STREET, CLIFTON HILL",-37.787333,145.004462,2.0,2.0,1,$440_pw,Rental_residential,August 2009,3068,2009,8,HILL,440,Other,206071145
49,49,"16/16 THE ESPLANADE, CLIFTON HILL",-37.7879444,145.0061292,1.0,1.0,1,$260_pw,none,September 2009,3068,2009,9,HILL,260,Other,206071145
50,50,"15 COUNCIL STREET, CLIFTON HILL",-37.792726,144.986822,3.0,2.0,2,$620_pw,House,July 2009,3068,2009,7,HILL,620,House,206071145
51,51,"22 GROOM STREET, CLIFTON HILL",-37.793529,144.997952,2.0,2.0,1,$370_pw,Rental_residential,November 2009,3068,2009,11,HILL,370,Other,206071145
52,52,"2/176 NOONE STREET, CLIFTON HILL",-37.793694,144.998662,3.0,2.0,2,$700_pw,Rental_residential,August 2009,3068,2009,8,HILL,700,Other,206071145
53,53,"11/56 JOHN STREET, CLIFTON HILL",-37.789298,144.995897,2.0,2.0,1,$420_per_week,none,September 2009,3068,2009,9,HILL,420,Other,206071145
54,54,"10 ANDERSON STREET, CLIFTON HILL",-37.792946,144.993254,2.0,1.0,1,$400_p.w.,Available Now,November 2009,3068,2009,11,HILL,400,Other,206071145
55,55,"29 RAMSDEN STREET, CLIFTON HILL",-37.790559,144.996079,5.0,2.0,0,$600_pw,none,June 2009,3068,2009,6,HILL,600,Other,206071145
56,56,"5/56 JOHN STREET, CLIFTON HILL",-37.78723145,144.99583435,1.0,1.0,1,$330_per_week,none,October 2009,3068,2009,10,HILL,330,Other,206071145
57,57,"14 KIEWA STREET, CLIFTON HILL",-37.79235,145.000221,2.0,1.0,0,$420_per_week,Rental_residential,July 2009,3068,2009,7,HILL,420,Other,206071145
58,58,"18/57 CAROLINE STREET, CLIFTON HILL",-37.79021072,145.0009613,1.0,1.0,1,$230_pw,Rental_residential,August 2009,3068,2009,8,HILL,230,Other,206071145
59,59,"8 YARRAMUNDI DRIVE, CLIFTON SPRINGS",-38.157947,144.556194,3.0,2.0,2,$275_per_week,none,July 2009,3222,2009,7,SPRINGS,275,Other,203031048
60,60,"4 COOLABAH WAY, CLIFTON SPRINGS",-38.148568,144.576425,4.0,2.0,3,$260_pw,none,January 2009,3222,2009,1,SPRINGS,260,Other,203031048
61,61,"10 GOONDIWINDI AVENUE, CLIFTON SPRINGS",-38.158904,144.557156,4.0,2.0,2,$240_pw,House,June 2009,3222,2009,6,SPRINGS,240,House,203031048
62,62,"6 CAMERON STREET, CLUNES",-37.292247,143.791814,2.0,1.0,2,$150_pw,none,February 2009,3370,2009,2,CLUNES,150,Other,201021010
63,63,"328 BENGWORDEN ROAD, COBAINS",-38.072845,147.110754,2.0,1.0,2,$140_pw,Rental_residential,August 2009,3851,2009,8,COBAINS,140,Other,205051100
64,64,"2/86 CURDIE STREET, COBDEN",-38.327394,143.071066,2.0,1.0,1,$200_per_week,House,May 2009,3266,2009,5,COBDEN,200,House,217031475
65,65,"2/86 CURDIE STREET, COBDEN",-38.327394,143.071066,2.0,1.0,1,$170_pw,House,February 2009,3266,2009,2,COBDEN,170,House,217031475
66,66,"28 VICTORIA COURT, COBUNGRA",-37.091318,147.444334,4.0,2.0,0,$350_per_week,House,August 2009,3898,2009,8,COBUNGRA,350,House,205021082
67,67,"3/41 ARTHUR STREET, COBURG NORTH",-37.723567,144.980436,2.0,1.0,1,$300_Weekly,Rental_residential,August 2009,3058,2009,8,NORTH,300,Other,210031236
68,68,"3/41 ARTHUR STREET, COBURG NORTH",-37.723567,144.980436,2.0,1.0,1,$300_Weekly,Rental_residential,July 2009,3058,2009,7,NORTH,300,Other,210031236
69,69,"2/20 GALEKA STREET, COBURG NORTH",-37.722051,144.95731,3.0,1.0,1,$330_pw,Rental_residential,May 2009,3058,2009,5,NORTH,330,Other,210031236
70,70,"2/20 GALEKA STREET, COBURG NORTH",-37.722051,144.95731,3.0,1.0,1,$340_pw,Rental_residential,April 2009,3058,2009,4,NORTH,340,Other,210031236
71,71,"2 BELGRAVE STREET, COBURG",-37.742793,144.974864,3.0,1.0,1,$380_pw,none,December 2009,3058,2009,12,COBURG,380,Other,206011497
72,72,"1/39 SERVICE STREET, COBURG",-37.737944,144.961744,2.0,1.0,1,$380_p.w.,Townhouse,November 2009,3058,2009,11,COBURG,380,House,206011498
73,73,"3/95 HARDING STREET, COBURG",-37.745848,144.975359,2.0,1.0,1,$320_pw,none,December 2009,3058,2009,12,COBURG,320,Other,206011497
74,74,"72 DONNE STREET, COBURG",-37.74782,144.949758,2.0,1.0,4,$400_per_week,none,October 2009,3058,2009,10,COBURG,400,Other,206011498
75,75,"56 ROSE STREET, COBURG",-37.743155,144.947356,3.0,1.0,2,$300_p.w.,Rental_residential,June 2009,3058,2009,6,COBURG,300,Other,206011498
76,76,"10/95 HARDING STREET, COBURG",-37.745848,144.975359,2.0,1.0,1,$265_per_week,none,October 2009,3058,2009,10,COBURG,265,Other,206011497
77,77,"3/5 INDUSTRY LANE, COBURG",-37.74493,144.96469,2.0,1.0,1,$350_pw,Rental_residential,June 2009,3058,2009,6,COBURG,350,Other,206011497
78,78,"21/14 BELL STREET, COBURG",-37.7424804,144.9771819,2.0,1.0,1,$400_pw,Rental_residential,March 2009,3058,2009,3,COBURG,400,Other,206011497
79,79,"21/14 BELL STREET, COBURG",-37.7424804,144.9771819,2.0,1.0,1,$400,Rental_residential,February 2009,3058,2009,2,COBURG,400,Other,206011497
80,80,"21/14 BELL STREET, COBURG",-37.7424804,144.9771819,2.0,1.0,1,$400_p.w.,Rental_residential,January 2009,3058,2009,1,COBURG,400,Other,206011497
81,81,"80 SHAFTSBURY STREET, COBURG",-37.748313,144.955317,4.0,2.0,4,$430_pw,none,June 2009,3058,2009,6,COBURG,430,Other,206011498
82,82,"2/17-18 CHAMP STREET, COBURG",-37.735876,144.967325,2.0,1.0,2,$320_p.w.,Rental_residential,October 2009,3058,2009,10,COBURG,320,Other,206011497
83,83,"59 THE AVENUE, COBURG",-37.752457,144.967722,2.0,1.0,2,$330_pw,House,August 2009,3058,2009,8,COBURG,330,House,206011497
84,84,"1/69 MURRAY STREET, COBURG",-37.738199,144.952588,3.0,1.0,0,$340_pw,Rental_residential,July 2009,3058,2009,7,COBURG,340,Other,206011498
85,85,"32A LOCH STREET, COBURG",-37.74664,144.962241,4.0,2.0,2,$480_pw,none,May 2009,3058,2009,5,COBURG,480,Other,206011498
86,86,"32A LOCH STREET, COBURG",-37.74664,144.962241,4.0,2.0,2,$520_pw,none,April 2009,3058,2009,4,COBURG,520,Other,206011498
87,87,"31 RODDA STREET, COBURG",-37.743612,144.970075,2.0,1.0,1,$420_pw,none,September 2009,3058,2009,9,COBURG,420,Other,206011497
88,89,"116 SHAFTSBURY ST, COBURG",-37.745402,144.95584,3.0,1.0,1,$330,House,July 2009,3058,2009,7,COBURG,330,House,206011498
89,90,"116 SHAFTSBURY ST, COBURG",-37.745402,144.95584,3.0,1.0,1,$330,House,January 2009,3058,2009,1,COBURG,330,House,206011498
90,91,"214/19 PENTRIDGE BOULEVARD, COBURG",-37.738903,144.970583,1.0,1.0,1,$270_pw,Unit,December 2009,3058,2009,12,COBURG,270,Apartment,206011497
91,92,"4 KEWARREN COURT, COBURG",-37.7373,144.975518,4.0,2.0,3,$550_pw,House,December 2009,3058,2009,12,COBURG,550,House,206011497
92,93,"5/17-18 CHAMP STREET, COBURG",-37.735876,144.967325,1.0,1.0,1,$300_p.w.,Rental_residential,June 2009,3058,2009,6,COBURG,300,Other,206011497
93,94,"3/134 MUNRO STREET, COBURG",-37.743628,144.953801,2.0,1.0,2,$370_pw,Townhouse,September 2009,3058,2009,9,COBURG,370,House,206011498
94,95,"1 HAVEN COURT, COCKATOO",-37.948073,145.496363,2.0,1.0,2,$260_per_week,House,December 2009,3781,2009,12,COCKATOO,260,House,212011289
95,96,"1 HAVEN COURT, COCKATOO",-37.948073,145.496363,2.0,1.0,2,$280_per_week,House,October 2009,3781,2009,10,COCKATOO,280,House,212011289
96,97,"37 VIEWHILL ROAD, COCKATOO",-37.948732,145.490875,3.0,1.0,1,$275_pw,House,August 2009,3781,2009,8,COCKATOO,275,House,212011289
97,98,"27 FIRST AVENUE, COCKATOO",-37.938443,145.483393,3.0,1.0,1,$300_pw,Rental_residential,July 2009,3781,2009,7,COCKATOO,300,Other,212011289
98,99,"1A HAVEN COURT, COCKATOO",-37.948073,145.496363,3.0,2.0,2,$370_per_week,none,May 2009,3781,2009,5,COCKATOO,370,Other,212011289
99,100,"151 KING GEORGE STREET, COHUNA",-35.802147,144.215476,3.0,1.0,1,$160_pw,House,May 2009,3568,2009,5,COHUNA,160,House,215031401
100,101,"80 DRAPERS ROAD, COLAC EAST",-38.3319866,143.6261362,3.0,1.0,2,$240_pw,House,July 2009,3250,2009,7,EAST,240,House,217031472
101,102,"494-498 PRINCES HIGHWAY, COLAC WEST",-38.334863,143.536148,4.0,2.0,1,$265_per_week,none,March 2009,3250,2009,3,WEST,265,Other,217031472
102,103,"102 QUEEN STREET, COLAC",-38.344296,143.592366,2.0,1.0,1,$185_pw,Townhouse,May 2009,3250,2009,5,COLAC,185,House,217031472
103,104,"10 WITHAM DRIVE, COLDSTREAM",-37.729849,145.382821,3.0,1.0,1,$255_pw,House,August 2009,3770,2009,8,COLDSTREAM,255,House,211051278
104,105,"10 WITHAM DRIVE, COLDSTREAM",-37.729849,145.382821,3.0,1.0,1,$255_pw,House,May 2009,3770,2009,5,COLDSTREAM,255,House,211051278
105,106,"18 CHEVIOT AVENUE, COLDSTREAM",-37.728222,145.384468,3.0,1.0,1,$300_pw,House,November 2009,3770,2009,11,COLDSTREAM,300,House,211051278
106,107,"29A VICTORIA PARADE, COLLINGWOOD",-37.808649,144.983618,2.0,1.0,0,$360_pw,Rental_residential,December 2009,3066,2009,12,COLLINGWOOD,360,Other,206071141
107,108,"5/15-17 BENDIGO STREET, COLLINGWOOD",-37.796087,144.992632,1.0,1.0,1,$250_pw,Rental_residential,May 2009,3066,2009,5,COLLINGWOOD,250,Other,206071141
108,109,"14/34 SMITH STREET, COLLINGWOOD",-37.8072953,144.9828207,1.0,1.0,1,$360_pw,Rental_residential,September 2009,3066,2009,9,COLLINGWOOD,360,Other,206071142
109,110,"7/30 MATER STREET, COLLINGWOOD",-37.795384,144.98684,2.0,2.0,1,$460_pw,none,October 2009,3066,2009,10,COLLINGWOOD,460,Other,206071141
110,111,"6/30 MATER STREET, COLLINGWOOD",-37.795384,144.98684,2.0,2.0,1,$470_pw,Available Now,December 2009,3066,2009,12,COLLINGWOOD,470,Other,206071141
111,112,"133 HOTHAM STREET, COLLINGWOOD",-37.797076,144.991962,3.0,1.0,1,$550_pw,House,February 2009,3066,2009,2,COLLINGWOOD,550,House,206071141
112,113,"24/18-22 STANLEY STREET, COLLINGWOOD",-37.801967,144.984817,2.0,1.0,1,$430_per_week,none,November 2009,3066,2009,11,COLLINGWOOD,430,Other,206071141
113,114,"2/45 DERBY STREET, COLLINGWOOD",-37.807164,144.984949,2.0,1.0,0,$380_pw,Rental_residential,October 2009,3066,2009,10,COLLINGWOOD,380,Other,206071141
114,115,"2/45 DERBY STREET, COLLINGWOOD",-37.807164,144.984949,2.0,1.0,0,$400_pw,Rental_residential,September 2009,3066,2009,9,COLLINGWOOD,400,Other,206071141
115,116,"15/99 OXFORD STREET, COLLINGWOOD",-37.80752,144.983944,1.0,1.0,1,$350_per_week,Unit,March 2009,3066,2009,3,COLLINGWOOD,350,Apartment,206071141
116,117,"6/63 ALEXANDRA PARADE, COLLINGWOOD",-37.794669,144.98929,1.0,1.0,0,$220_pw,Rental_residential,January 2009,3066,2009,1,COLLINGWOOD,220,Other,206071141
117,118,"6/15-25 OXFORD STREET, COLLINGWOOD",-37.807803,144.984175,2.0,1.0,1,$470_pw,none,July 2009,3066,2009,7,COLLINGWOOD,470,Other,206071141
118,119,"3593 KATAMATITE ROAD, CONGUPNA",-36.300179,145.434519,4.0,1.0,2,$250_pw,none,July 2009,3633,2009,7,CONGUPNA,250,Other,216031418
119,120,"195 TANK CORNER ROAD EAST, CONGUPNA",-36.323779,145.483627,2.0,1.0,3,$150_per_week,House,December 2009,3633,2009,12,CONGUPNA,150,House,216031418
120,121,"5 WALLACE STREET, CONGUPNA",-36.303144,145.434469,3.0,2.0,2,$320_pw,House,October 2009,3633,2009,10,CONGUPNA,320,House,216031418
121,122,"3 BOWLAND CRT, CONGUPNA",-36.3129,145.417008,4.0,2.0,2,$395,House,September 2009,3633,2009,9,CONGUPNA,395,House,216031418
122,123,"HOUSE + 10 ACRES, CONGUPNA",-36.3027635,145.4314507,3.0,1.0,0,$300_pw,House,May 2009,3633,2009,5,CONGUPNA,300,House,216031418
123,124,"13 CHILDERS CRESCENT, COOLAROO",-37.661619,144.929052,3.0,1.0,2,$280_per_week,House,July 2009,3048,2009,7,COOLAROO,280,House,210051243
124,125,"13 CHILDERS CRESCENT, COOLAROO",-37.661619,144.929052,3.0,1.0,2,$300_per_week,House,January 2009,3048,2009,1,COOLAROO,300,House,210051243
125,126,"160 KANGAROO DRIVE, COOMOORA",-37.334653,144.19954,3.0,1.0,0,$240_pw,none,October 2009,3461,2009,10,COOMOORA,240,Other,201021011
126,127,"70 WOOLENOOK WAY, COONGULLA",-37.892667,146.781786,2.0,1.0,2,$160_Weekly,none,March 2009,3860,2009,3,COONGULLA,160,Other,205051101
127,128,"70 WOOLENOOK WAY, COONGULLA",-37.892667,146.781786,2.0,1.0,2,$160_Weekly,none,February 2009,3860,2009,2,COONGULLA,160,Other,205051101
128,129,"30 INDIANA AVENUE, CORIO",-38.079434,144.357227,3.0,1.0,2,$185_pw,Rental_residential,January 2009,3214,2009,1,CORIO,185,Other,203021486
129,130,"12 GRANAULT PARADE, CORIO",-38.075683,144.365084,3.0,1.0,2,$185_pw,none,July 2009,3214,2009,7,CORIO,185,Other,203021486
130,131,"6/178 MATTHEWS ROAD, CORIO",-38.065074,144.340953,2.0,1.0,2,$230_per_week,Rental_residential,June 2009,3214,2009,6,CORIO,230,Other,203021486
131,132,"3 LOFTY COURT, CORIO",-38.070837,144.370725,3.0,1.0,1,$210_p.w.,none,November 2009,3214,2009,11,CORIO,210,Other,203021486
132,133,"16 LODDON STREET, CORIO",-38.073727,144.350715,3.0,1.0,1,$195_pw,none,August 2009,3214,2009,8,CORIO,195,Other,203021486
133,134,"10 VICKERS COURT, CORIO",-38.067044,144.354752,3.0,1.0,1,$240_per_week,House,December 2009,3214,2009,12,CORIO,240,House,203021486
134,135,"10 VICKERS COURT, CORIO",-38.067044,144.354752,3.0,1.0,1,$240_per_week,House,November 2009,3214,2009,11,CORIO,240,House,203021486
135,136,"3/8-9 FIELDMAN COURT, CORIO",-38.068974,144.350346,2.0,1.0,1,$265_pw,none,December 2009,3214,2009,12,CORIO,265,Other,203021486
136,137,"408 CORANGAMITE LAKE ROAD, COROROOKE",-38.299228,143.524327,3.0,1.0,0,$170_pw,House,December 2009,3254,2009,12,COROROOKE,170,House,217031473
137,138,"215 CORANGAMITE LAKE ROAD, COROROOKE",-38.311384,143.526141,3.0,1.0,0,$160_per_week,none,March 2009,3254,2009,3,COROROOKE,160,Other,217031473
138,139,"10 OUTLOOK DRIVE, COWES",-38.456911,145.205001,4.0,1.0,2,$280_per_week,House,November 2009,3922,2009,11,COWES,280,House,205031091
139,140,"4 GREVILIA CLOSE, COWES",-38.461693,145.241374,3.0,2.0,2,$320,House,December 2009,3922,2009,12,COWES,320,House,205031091
140,141,"5/34-36 JENNER AVENUE, COWES",-38.4551416,145.2467173,2.0,1.0,1,$230_per_week,Townhouse,July 2009,3922,2009,7,COWES,230,House,205031091
141,142,"17 OUTLOOK DRIVE, COWES",-38.457135,145.203952,3.0,2.0,0,$210_p.w.,none,September 2009,3922,2009,9,COWES,210,Other,205031091
142,143,"1 MCEWAN STREET, COWWARR",-38.0333105,146.6910865,3.0,1.0,1,$175_Weekly,House,January 2009,3857,2009,1,COWWARR,175,House,205051102
143,144,"64 CORRINGA WAY, CRAIGIEBURN",-37.585886,144.91407,3.0,2.0,2,$310_pw,Available Now,August 2009,3064,2009,8,CRAIGIEBURN,310,Other,210051543
144,145,"64 CORRINGA WAY, CRAIGIEBURN",-37.585886,144.91407,3.0,2.0,2,$310_p.w.,Available Now,March 2009,3064,2009,3,CRAIGIEBURN,310,Other,210051543
145,146,"1/209 CRAIGIEBURN ROAD, CRAIGIEBURN",-37.597976,144.928021,3.0,1.0,1,$260,Unit,November 2009,3064,2009,11,CRAIGIEBURN,260,Apartment,210051443
146,147,"8 BRISTOL MEWS, CRAIGIEBURN",-37.610847,144.923885,3.0,2.0,2,$285_pw,House,August 2009,3064,2009,8,CRAIGIEBURN,285,House,210051443
147,148,"8 BRISTOL MEWS, CRAIGIEBURN",-37.610847,144.923885,3.0,2.0,2,$285_p.w.,House,March 2009,3064,2009,3,CRAIGIEBURN,285,House,210051443
148,149,"12 BAINBRIDGE CLOSE, CRAIGIEBURN",-37.600407,144.936607,4.0,2.0,1,$300_p.w.,House,July 2009,3064,2009,7,CRAIGIEBURN,300,House,210051443
149,150,"22 DAN MORGAN DRIVE, CRANBOURNE EAST",-38.099713,145.318784,4.0,2.0,2,$360_per_week,House,July 2009,3977,2009,7,EAST,360,House,212031557
150,151,"4/20 HUON PARK ROAD, CRANBOURNE NORTH",-38.074527,145.27318,3.0,2.0,2,$290_pw,none,April 2009,3977,2009,4,NORTH,290,Other,212031560
151,152,"37 HUON PARK ROAD, CRANBOURNE NORTH",-38.074541,145.275972,4.0,2.0,4,$240,House,February 2009,3977,2009,2,NORTH,240,House,212031560
152,153,"195 PEARCEDALE ROAD, CRANBOURNE SOUTH",-38.167914,145.241448,3.0,2.0,2,$500,House,June 2009,3977,2009,6,SOUTH,500,House,212031303
153,154,"2 ASHBROOK WAY, CRANBOURNE WEST",-38.1083944,145.2654124,4.0,2.0,4,$380_Weekly,House,June 2009,3977,2009,6,WEST,380,House,212031304
154,155,"9 TAUNA PLACE, CRANBOURNE WEST",-38.092808,145.257795,3.0,1.0,2,$265_Weekly,House,June 2009,3977,2009,6,WEST,265,House,212031304
155,156,"19 MARNIE DRIVE, CRANBOURNE WEST",-38.102863,145.25812,3.0,1.0,0,$275_Weekly,Rental_residential,October 2009,3977,2009,10,WEST,275,Other,212031304
156,157,"27 PEPPERBUSH CIRCUIT, CRANBOURNE",-38.086679,145.281677,4.0,2.0,2,$310_Weekly,House,July 2009,3977,2009,7,CRANBOURNE,310,House,212031300
157,158,"19 JILLIAN STREET, CRANBOURNE",-38.107651,145.274156,3.0,1.0,1,$290_per_week,Rental_residential,November 2009,3977,2009,11,CRANBOURNE,290,Other,212031300
158,159,"19 JILLIAN STREET, CRANBOURNE",-38.107651,145.274156,3.0,1.0,1,$280_per_week,Rental_residential,September 2009,3977,2009,9,CRANBOURNE,280,Other,212031300
159,160,"19 JILLIAN STREET, CRANBOURNE",-38.107651,145.274156,3.0,1.0,1,$280_per_week,Rental_residential,August 2009,3977,2009,8,CRANBOURNE,280,Other,212031300
160,161,"3 STONEHAVEN AVENUE, CRANBOURNE",-38.120729,145.251845,3.0,2.0,2,$380_Weekly,House,November 2009,3977,2009,11,CRANBOURNE,380,House,212031300
161,162,"5 MIMOSA WAY, BURNSIDE HEIGHTS",-37.73577918,144.7509831,3.0,2.0,2,$340_per_week,House,October 2009,3023,2009,10,HEIGHTS,340,House,213041462
162,163,"3 GOULD PLACE, BURNSIDE",-37.751245,144.749376,3.0,1.0,1,$270,none,December 2009,3023,2009,12,BURNSIDE,270,Other,213041461
163,164,"3 GOULD PLACE, BURNSIDE",-37.751245,144.749376,3.0,1.0,1,$275,none,July 2009,3023,2009,7,BURNSIDE,275,Other,213041461
164,165,"19 PILBARA AVENUE, BURNSIDE",-37.748601,144.751932,4.0,2.0,2,$360,House,January 2009,3023,2009,1,BURNSIDE,360,House,213041461
165,166,"19 CASSIDY'S ROAD, BURRUMBEET",-37.491943,143.67185,3.0,2.0,3,$265_pw,House,March 2009,3352,2009,3,BURRUMBEET,265,House,201031014
