,id,time,listing_type,price,property_type,area,building_area,land_area,bedrooms,bathrooms,carspaces,street_address,suburb,postcode,latitude,longitude,weekly_rent,SA2_MAINCODE_2016,SA2_5DIGITCODE_2016,SA2_NAME_2016,STATE_CODE_2016,SINGLE_NAME,VIC_NAME,MULTIPLE_NAME,VALID_NAME
0,16066003,2022-08-31T13:00:15,Rent,$320,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"1007/238 Flinders St, Melbourne",MELBOURNE,3000,-37.8175163,144.966492,320.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
1,16065974,2022-08-31T12:50:55,Rent,$700,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,2.0,0,"1211/260 Spencer Street, Melbourne",MELBOURNE,3000,-37.8145638,144.95228600000002,700.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
2,15302782,2022-08-31T10:12:30,Rent,$395 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"504/350 La Trobe Street, Melbourne",MELBOURNE,3000,-37.81068,144.959274,395.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
3,16064379,2022-08-30T15:20:28,Rent,$370 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"1106/555 Flinders Street, Melbourne",MELBOURNE,3000,-37.8209724,144.956482,370.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
4,16064243,2022-08-30T14:50:32,Rent,$500 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,1,"2901/200 Spencer Street, Melbourne",MELBOURNE,3000,-37.816227000000005,144.953247,500.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
5,16063884,2022-08-30T13:28:24,Rent,$2500 Per Week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,3.0,3.0,2,"5401/464 Collins Street, Melbourne",MELBOURNE,3000,-37.8175621,144.958588,2500.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
6,16063772,2022-08-30T13:01:47,Rent,$450.00 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"405/39 Queen Street, Melbourne",MELBOURNE,3000,-37.8178864,144.961731,450.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
7,16063139,2022-08-30T10:15:45,Rent,$530,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,3.0,2.0,0,"625/118 Franklin Street, Melbourne",MELBOURNE,3000,-37.808204700000005,144.958908,530.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
8,16062720,2022-08-29T17:38:39,Rent,$550 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"1206/118 Russell Street, Melbourne",MELBOURNE,3000,-37.8135872,144.968719,550.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
9,16062428,2022-08-29T16:32:47,Rent,$680,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,2.0,0,"1411/120 A Beckett St, Melbourne",MELBOURNE,3000,-37.8093071,144.959732,680.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
10,16062291,2022-08-29T16:03:28,Rent,$360 Per Week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"505/296 Flinders Street, Melbourne",MELBOURNE,3000,-37.81804,144.964325,360.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
11,16061056,2022-08-29T10:47:03,Rent,$350 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"1313/268 Flinders Street, Melbourne",MELBOURNE,3000,-37.8178139,144.965576,350.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
12,16059629,2022-08-26T14:20:41,Rent,$680,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"2807/81 Abeckett Street, Melbourne",MELBOURNE,3000,-37.809227,144.96138,680.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
13,16058347,2022-08-25T17:17:54,Rent,$550 Per Week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,1,"5003/464-466 Collins Street, Melbourne",MELBOURNE,3000,-37.8175545,144.95863300000002,550.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
14,16057832,2022-08-25T15:10:21,Rent,$450 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,1,"912/87 Franklin Street, Melbourne",MELBOURNE,3000,-37.8079376,144.9617,450.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
15,16056270,2022-08-24T17:23:08,Rent,$430 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"1011/225 Elizabeth Street, Melbourne",MELBOURNE,3000,-37.8132324,144.962311,430.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
16,16056028,2022-08-24T16:24:50,Rent,$420.00 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"405/325 Collins Street, Melbourne",MELBOURNE,3000,-37.8166428,144.963547,420.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
17,16055187,2022-08-24T12:39:35,Rent,$410,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"3108/500 Elizabeth St, Melbourne",MELBOURNE,3000,-37.8072433,144.960281,410.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
18,16055041,2022-08-24T11:56:06,Rent,$370,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"217/339 Swanston St, Melbourne",MELBOURNE,3000,-37.8103828,144.9638,370.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
19,16055028,2022-08-24T11:53:14,Rent,$950.00,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,3.0,2.0,1,"3113/639 Lonsdale Street, Melbourne",MELBOURNE,3000,-37.8150673,144.95341499999998,950.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
20,16054304,2022-08-23T19:12:18,Rent,$950 Per Week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,2.0,2,"55/1 Albert Road, Melbourne",MELBOURNE,3000,-37.833957700000006,144.9728,950.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
21,16049068,2022-08-19T17:02:17,Rent,$420 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,0,"Unit 913/39 Lonsdale St, Melbourne",MELBOURNE,3000,-37.8099251,144.97113000000002,420.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
22,16049005,2022-08-19T16:46:14,Rent,$430 Per Week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,1,"Unit 1201/555 Flinders St, Melbourne",MELBOURNE,3000,-37.8209724,144.956482,430.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
23,16044643,2022-08-17T20:52:15,Rent,$525.00 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,2.0,1,"925/555 Flinders Street, Melbourne",MELBOURNE,3000,-37.8209724,144.956482,525.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
24,16044410,2022-08-17T17:14:22,Rent,$400 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"807/39 Queen Street, Melbourne",MELBOURNE,3000,-37.8178864,144.961731,400.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
25,16041583,2022-08-16T15:06:25,Rent,$420 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"8/287-293 Exhibition Street, Melbourne",MELBOURNE,3000,-37.809082,144.9689,420.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
26,16041456,2022-08-16T14:39:21,Rent,$550.00 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,2.0,1,"3604/568 Collins Street, Melbourne",MELBOURNE,3000,-37.818374600000006,144.955429,550.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
27,16041121,2022-08-16T13:14:30,Rent,$260 per week.,Studio,Melbourne City Council - Greater Area,0.0,0.0,1.0,1.0,0,"34/546 Flinders Street, Melbourne",MELBOURNE,3000,-37.820507,144.956177,260.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
28,16037951,2022-08-15T10:14:46,Rent,$1800 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,2.0,1,"904/201 Collins Street, Melbourne",MELBOURNE,3000,-37.81541,144.9674,1800.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
29,16035238,2022-08-11T19:12:19,Rent,$550.00 per week,ApartmentUnitFlat,Melbourne City Council - Greater Area,0.0,0.0,2.0,1.0,1,"1609/31 ABeckett Street, Melbourne",MELBOURNE,3000,-37.8088875,144.962555,550.0,206041122.0,21122.0,MELBOURNE,2.0,True,False,False,True
